branch,date,plan_type,10:00-10:10,10:00-10:10_template_column,12:00-12:10,12:00-12:10_template_column,14:00-14:10,14:00-14:10_template_column,16:00-16:10,16:00-16:10_template_column,18:00-18:10,18:00-18:10_template_column,20:00-20:10,20:00-20:10_template_column,display_window_energy_kwh,display_window_plan_cost_yuan,display_window_adjustment_surcharge_yuan
4-2,2025-04-09,original,0.0,61,418.49829509752703,73,0.0,85,455.30499349679314,97,0.0,109,677.6453318660691,121,60602.19637108201,36910.0627536472,0.0
4-2,2025-04-10,original,0.0,61,465.7126499094394,73,0.0,85,457.35627458826025,97,0.0,109,576.9407357932405,121,63126.19169872688,38144.41862543074,0.0
4-2,2025-04-11,original,0.0,61,0.0,73,0.0,85,11.543366451723932,97,0.0,109,0.0,121,28523.18029144049,10965.404167743525,0.0
4-2,2025-04-12,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,27851.485818366527,11096.682838048944,0.0
4-2,2025-04-13,original,0.0,61,386.8350966428126,73,0.0,85,450.91322022594403,97,0.0,109,0.0,121,60040.64706180214,36273.55332313613,0.0
4-2,2025-04-14,original,0.0,61,387.9006189339401,73,0.0,85,445.87889522187663,97,0.0,109,0.0,121,59795.377646506124,35829.779832636596,0.0
4-2,2025-04-15,original,0.0,61,448.8315537714302,73,0.0,85,400.85950429863,97,0.0,109,0.0,121,58885.22396632476,34635.92178978287,0.0
4-2,2025-04-16,original,0.0,61,346.1454534476038,73,0.0,85,419.7409893833319,97,0.0,109,0.0,121,57179.24262565728,34585.288480713774,0.0
4-2,2025-04-17,original,0.0,61,440.02752773008365,73,0.0,85,437.4618543589503,97,0.0,109,0.0,121,60064.231792822844,35459.05782518794,0.0
4-2,2025-04-18,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,27874.820668175424,10507.077664372293,0.0
4-2,2025-04-19,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,27076.07018070719,10253.169497164074,0.0
4-2,2025-04-20,original,0.0,61,370.5878787187064,73,0.0,85,431.93283761541323,97,0.0,109,0.0,121,58648.19829113409,35017.26382929589,0.0
4-2,2025-04-21,original,0.0,61,401.2881900027162,73,0.0,85,407.1586126557895,97,0.0,109,0.0,121,57836.881477017974,33969.653772170255,0.0
4-2,2025-04-22,original,0.0,61,313.8407879867383,73,0.0,85,373.4784016401122,97,0.0,109,0.0,121,56069.08967277768,33620.25804398385,0.0
4-2,2025-04-23,original,0.0,61,401.03046057996403,73,0.0,85,325.3644027372102,97,0.0,109,0.0,121,57093.84076376295,33912.67904752126,0.0
4-2,2025-04-24,original,0.0,61,432.8924212638375,73,0.0,85,321.7477474706915,97,205.19540498823744,109,0.0,121,56456.088074814776,33188.437186128795,0.0
4-2,2025-04-25,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,26373.118649877157,9595.25939119364,0.0
4-2,2025-04-26,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,26707.377469575003,10343.082618373795,0.0
4-2,2025-04-27,original,0.0,61,0.0,73,0.0,85,325.21759852601866,97,554.6735059309863,109,0.0,121,53105.146007356,31832.41490410357,0.0
4-2,2025-04-28,original,0.0,61,0.0,73,0.0,85,377.5208738083618,97,589.133969683375,109,0.0,121,53818.81526964128,32531.828276589822,0.0
4-2,2025-04-29,original,0.0,61,335.9651411088437,73,0.0,85,415.89120853615543,97,580.0280977568457,109,0.0,121,59093.650173415954,34506.95318764274,0.0
4-2,2025-04-30,original,0.0,61,317.68873918061274,73,0.0,85,418.77603939801975,97,577.7081103111709,109,0.0,121,56350.424580695675,33095.499655637526,0.0
4-2,2025-05-01,original,0.0,61,391.96452194968253,73,0.0,85,357.19197698522566,97,544.2398931461464,109,0.0,121,55491.95355443674,33649.117008124755,0.0
4-2,2025-05-02,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,27235.816783764894,10928.231645836671,0.0
4-2,2025-05-03,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,30479.89544116284,12868.255557331915,0.0
4-2,2025-05-04,original,0.0,61,392.14609595855063,73,0.0,85,449.6730476509309,97,603.0763593479924,109,388.2594355141926,121,59646.667007329466,37633.135951290795,0.0
4-2,2025-05-05,original,0.0,61,414.7171319295354,73,0.0,85,443.48016809181354,97,624.7413390616462,109,119.22827214027382,121,59919.24236198921,37841.20648099608,0.0
4-2,2025-05-06,original,0.0,61,0.0,73,0.0,85,399.9737121394912,97,630.1670766822517,109,373.6063386001608,121,59250.40663880405,38099.839256564796,0.0
4-2,2025-05-07,original,0.0,61,0.0,73,0.0,85,348.2772528507966,97,601.6982450022693,109,472.04634290564246,121,58509.45845671191,37413.53541995732,0.0
4-2,2025-05-08,original,0.0,61,0.0,73,0.0,85,380.08019916534477,97,632.3771772958982,109,610.7995919214013,121,60387.14349737874,38767.34114244899,0.0
4-2,2025-05-09,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,28521.286614046476,11876.290797491114,0.0
4-2,2025-05-10,original,0.0,61,0.0,73,0.0,85,0.0,97,45.675896285731994,109,0.0,121,29416.811431273003,12884.30531860499,0.0
4-2,2025-05-11,original,0.0,61,400.83156259050406,73,0.0,85,442.6253897348986,97,611.6877965425913,109,288.71810997025,121,62875.339071984294,39620.035860652926,0.0
4-2,2025-05-12,original,0.0,61,411.4181077272308,73,0.0,85,412.4161068471276,97,609.8253720951017,109,340.4052743416461,121,61324.27180299476,39043.44448001218,0.0
4-2,2025-05-13,original,0.0,61,390.619127002387,73,0.0,85,413.9468792114485,97,593.9280606606934,109,280.0732166174449,121,58370.3037958282,37094.3451276335,0.0
4-2,2025-05-14,original,0.0,61,392.263505376744,73,0.0,85,393.78238287164186,97,557.7586100908065,109,469.8812541405898,121,57487.80700247631,36073.02998010123,0.0
4-2,2025-05-15,original,0.0,61,336.43741709217386,73,0.0,85,398.277663010967,97,572.8050459325376,109,407.415614689414,121,57507.94258901154,36505.106022739055,0.0
4-2,2025-05-16,original,0.0,61,0.0,73,0.0,85,0.0,97,32.52837932440178,109,0.0,121,26938.356455667486,11587.054732304881,0.0
4-2,2025-05-17,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,27985.55946411723,12107.000521903843,0.0
4-2,2025-05-18,original,0.0,61,369.7546007802831,73,0.0,85,397.98282896605497,97,563.5563881098507,109,26.29883668588002,121,58876.284094344985,37060.385354091326,0.0
4-2,2025-05-19,original,0.0,61,424.0311631837767,73,0.0,85,317.833615297606,97,579.5089903480148,109,0.0,121,57092.04237333892,35583.934588520984,0.0
4-2,2025-05-20,original,0.0,61,269.52128633978907,73,0.0,85,349.86059223894483,97,588.3569160658883,109,0.0,121,54877.785558996635,34422.24750051387,0.0
4-2,2025-05-21,original,0.0,61,431.6105160926767,73,0.0,85,336.3976750401738,97,591.6475534620622,109,36.02170571314855,121,58709.06861820711,36801.69293169638,0.0
4-2,2025-05-22,original,0.0,61,246.38854230316235,73,0.0,85,394.6349846552904,97,577.7950702070987,109,38.02739746863415,121,56847.017543283386,35743.32598807504,0.0
4-2,2025-05-23,original,0.0,61,0.0,73,0.0,85,0.0,97,112.86690312673545,109,0.0,121,26668.80904333339,11304.272455232396,0.0
4-2,2025-05-24,original,0.0,61,0.0,73,0.0,85,0.0,97,50.68115264522743,109,0.0,121,27145.65222851437,11832.0635586602,0.0
4-2,2025-05-25,original,0.0,61,0.0,73,0.0,85,390.21490533980045,97,579.541799012014,109,28.03641406573786,121,56619.676491215396,35639.25922905869,0.0
4-2,2025-05-26,original,0.0,61,0.0,73,0.0,85,410.0743286138412,97,558.8163775197625,109,23.19557587653742,121,53434.8320959677,33947.00991538924,0.0
4-2,2025-05-27,original,0.0,61,410.20271689050094,73,0.0,85,401.0043037500143,97,564.2054259348834,109,15.495665452176922,121,57809.67019072591,35906.718981467464,0.0
4-2,2025-05-28,original,0.0,61,355.6588150685268,73,0.0,85,423.9485632237885,97,564.5788884962535,109,33.70877526507445,121,55549.36785775912,35034.116828233295,0.0
4-2,2025-05-29,original,0.0,61,465.767517402208,73,0.0,85,378.9388768058782,97,544.0941574460969,109,53.771397689316814,121,55648.794872749146,34823.80023617875,0.0
4-2,2025-05-30,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,25794.555769616738,11146.600144471198,0.0
4-2,2025-05-31,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,28022.437720392125,11825.8013348299,0.0
4-2,2025-06-01,original,0.0,61,411.0209688102435,73,0.0,85,409.40765521972656,97,561.6950411487849,109,50.18435984797418,121,59720.89687163604,40262.533191524184,0.0
4-2,2025-06-02,original,0.0,61,597.0998048796093,73,0.0,85,485.24802562970115,97,587.2328754703576,109,119.4044831403238,121,72084.70412477921,48450.13509064246,0.0
4-2,2025-06-03,original,0.0,61,603.029750738352,73,0.0,85,567.3557907356374,97,645.8201521416975,109,130.3242521913728,121,75152.07803051407,51227.724263690856,0.0
4-2,2025-06-04,original,0.0,61,573.8354905880382,73,0.0,85,566.1028042288928,97,679.4129307898816,109,94.78246296215968,121,75460.09490171654,52035.814300291786,0.0
4-2,2025-06-05,original,0.0,61,632.703161216739,73,0.0,85,552.9204739694014,97,683.149706065047,109,102.11899097853029,121,75176.62471376323,52090.16135288506,0.0
4-2,2025-06-06,original,0.0,61,0.0,73,0.0,85,11.431824853382636,97,0.0,109,0.0,121,28196.19942259061,13103.172616291118,0.0
4-2,2025-06-07,original,0.0,61,0.0,73,0.0,85,176.55348582504433,97,429.1302807881083,109,0.0,121,37419.42387742302,18924.863269586254,0.0
4-2,2025-06-08,original,0.0,61,759.2574168793509,73,0.0,85,618.8174265622783,97,702.1155601444292,109,147.4500712488625,121,84388.5558206472,58036.685440889225,0.0
4-2,2025-06-09,original,0.0,61,734.0339763837379,73,0.0,85,617.5714315371036,97,677.0888489699416,109,169.61201778189127,121,77560.16098687352,54286.40129895309,0.0
4-2,2025-06-10,original,0.0,61,690.9272655651527,73,0.0,85,561.8174345228057,97,680.1464513288547,109,163.1562019802824,121,77460.85583079435,54258.3404465893,0.0
4-2,2025-06-11,original,0.0,61,683.7983698254657,73,0.0,85,617.4718678939603,97,637.7510424898601,109,142.0763178163022,121,76542.86278553381,53545.32597801522,0.0
4-2,2025-06-12,original,0.0,61,659.5189078683388,73,0.0,85,624.4579410963573,97,664.1485409179156,109,134.6316665188449,121,83074.41511673527,58289.23010468817,0.0
4-2,2025-06-13,original,0.0,61,0.0,73,0.0,85,144.1631027732185,97,435.7292986179855,109,0.0,121,33619.808231742274,17265.09448185862,0.0
4-2,2025-06-14,original,0.0,61,0.0,73,0.0,85,149.49667491930745,97,415.69664777943945,109,0.0,121,37177.560986753364,19496.2989122578,0.0
4-2,2025-06-15,original,0.0,61,797.5739787294605,73,0.0,85,612.3279851408435,97,662.4750769024224,109,141.65082673524546,121,81343.63161800287,56693.30182909769,0.0
4-2,2025-06-16,original,0.0,61,753.7707850767104,73,0.0,85,556.9224789515245,97,632.2646347244797,109,130.36788798448765,121,78797.13310127953,55839.13490792479,0.0
4-2,2025-06-17,original,0.0,61,744.7712430599771,73,0.0,85,568.2221519050726,97,644.8924381398983,109,163.24487759190242,121,78398.36963519675,55208.80642388918,0.0
4-2,2025-06-18,original,0.0,61,702.4462778709783,73,0.0,85,608.1193193351934,97,643.1691417920645,109,150.6445489512406,121,81178.57674670289,57575.726799389304,0.0
4-2,2025-06-19,original,0.0,61,783.209003684284,73,0.0,85,621.5576339868827,97,660.9263958167945,109,155.7932020842951,121,78524.77438669585,54959.51141991901,0.0
4-2,2025-06-20,original,0.0,61,0.0,73,0.0,85,212.48514874741008,97,421.362378494577,109,0.0,121,33376.365916846495,17449.10372489607,0.0
4-2,2025-06-21,original,0.0,61,0.0,73,0.0,85,100.58005729007459,97,436.4929549130236,109,0.0,121,33089.56007121622,17060.387179296027,0.0
4-2,2025-06-22,original,0.0,61,574.495378784029,73,0.0,85,574.0663913943645,97,651.0626182182634,109,137.5009893159305,121,73067.27933676683,50642.34315688283,0.0
4-2,2025-06-23,original,0.0,61,661.7894538246591,73,0.0,85,488.7754381988319,97,621.3752478291985,109,128.35784371166017,121,72498.6307776767,50123.43367071009,0.0
4-2,2025-06-24,original,0.0,61,595.6206351527701,73,0.0,85,514.9855017353398,97,643.8798470650997,109,135.82896287298604,121,73172.46263620089,52066.62377548991,0.0
4-2,2025-06-25,original,0.0,61,774.7591796240256,73,0.0,85,582.8628715105594,97,666.0126181564897,109,130.6021687043284,121,81705.63441902827,56801.82724847367,0.0
4-2,2025-06-26,original,0.0,61,724.1364571323127,73,0.0,85,561.5615480953732,97,668.958736945965,109,153.10272984156268,121,76233.13976473882,52607.11939778301,0.0
4-2,2025-06-27,original,0.0,61,0.0,73,0.0,85,0.0,97,390.4736536181987,109,0.0,121,32125.509728119672,16145.133707087487,0.0
4-2,2025-06-28,original,0.0,61,0.0,73,0.0,85,0.0,97,360.69091486680395,109,0.0,121,32401.41614839167,16500.464658657686,0.0
4-2,2025-06-29,original,0.0,61,466.9069946032779,73,0.0,85,512.8473624041804,97,645.118737101122,109,140.29058998767334,121,74553.87427554013,52174.20810558859,0.0
4-2,2025-06-30,original,0.0,61,632.294333018595,73,0.0,85,523.0758230029285,97,630.2764013414327,109,140.88339084217967,121,73624.88455071846,51202.06735634536,0.0
4-2,2025-07-01,original,0.0,61,672.7924003622253,73,0.0,85,556.7719162414706,97,645.9459504775145,109,108.2406654289133,121,74907.42926403241,57051.12620905243,0.0
4-2,2025-07-02,original,0.0,61,705.6112515548779,73,0.0,85,591.624974396817,97,666.679494378145,109,211.68890025985786,121,83306.55646424586,62760.48834755915,0.0
4-2,2025-07-03,original,0.0,61,620.188215392673,73,0.0,85,613.079300844834,97,706.8225530791836,109,269.89370730270014,121,78945.52489734191,60366.19745846977,0.0
4-2,2025-07-04,original,0.0,61,0.0,73,0.0,85,0.0,97,339.0276277336784,109,0.0,121,33210.39049434173,18862.696640735798,0.0
4-2,2025-07-05,original,0.0,61,0.0,73,0.0,85,74.78382581013932,97,475.20555539461407,109,26.133938563011498,121,43682.26248788371,25691.315273645567,0.0
4-2,2025-07-06,original,0.0,61,481.7921595688962,73,0.0,85,611.10638944923,97,757.1561538908794,109,290.83486299218487,121,83615.22091341423,65537.08906122904,0.0
4-2,2025-07-07,original,0.0,61,470.1838792693417,73,0.0,85,666.8617546430651,97,730.7281139363183,109,303.2127750436449,121,84551.45245056388,65411.87118706847,0.0
4-2,2025-07-08,original,0.0,61,472.3017051479445,73,0.0,85,576.3964329333857,97,734.7535823801359,109,283.69596464759945,121,79009.04535728547,61604.17082433104,0.0
4-2,2025-07-09,original,0.0,61,367.37589965104814,73,0.0,85,662.2339892597536,97,739.7870685987043,109,284.26996017136014,121,80746.73881366878,62580.75396836134,0.0
4-2,2025-07-10,original,0.0,61,419.5514988360013,73,0.0,85,562.3914085419764,97,781.3145960577777,109,276.0335579386889,121,77930.26172398706,60692.33920688631,0.0
4-2,2025-07-11,original,0.0,61,0.0,73,0.0,85,61.139920665160616,97,503.34225702235165,109,10.154691134301515,121,40512.01696155043,24322.004401570204,0.0
4-2,2025-07-12,original,0.0,61,0.0,73,0.0,85,48.75622839803758,97,516.0879843732253,109,0.0,121,43349.69324336324,25549.71362012151,0.0
4-2,2025-07-13,original,0.0,61,474.8534331958937,73,0.0,85,626.0991381670755,97,758.3547822081831,109,268.4905909250125,121,82217.50073620159,60956.83836025129,0.0
4-2,2025-07-14,original,0.0,61,340.8669061698671,73,0.0,85,573.8491405333772,97,766.7762115420184,109,279.59430735642184,121,77333.73640271262,58564.261364439124,0.0
4-2,2025-07-15,original,0.0,61,324.1744666205499,73,0.0,85,587.2620452751826,97,796.7976582218845,109,285.8119739773466,121,76693.58816266562,58157.33493713064,0.0
4-2,2025-07-16,original,0.0,61,454.8814409675241,73,0.0,85,606.0351906392742,97,807.5930888403345,109,268.08047358379883,121,76715.15225417943,58970.99121517461,0.0
4-2,2025-07-17,original,0.0,61,528.1805845324837,73,0.0,85,632.2349244811412,97,777.2664566724026,109,301.9332313633182,121,77083.76931398225,58308.69845084532,0.0
4-2,2025-07-18,original,0.0,61,0.0,73,0.0,85,72.42617004621025,97,537.9465136075329,109,0.0,121,42657.43036476731,24889.845464794096,0.0
4-2,2025-07-19,original,0.0,61,0.0,73,0.0,85,93.58106321360579,97,539.45473814196,109,0.0,121,41543.1214363078,24390.22314555465,0.0
4-2,2025-07-20,original,0.0,61,541.6606970545444,73,0.0,85,618.0160216993221,97,782.715508134302,109,293.70824332826885,121,81014.58074013863,60481.047605593616,0.0
4-2,2025-07-21,original,0.0,61,522.4105635773107,73,0.0,85,581.11236879311,97,767.6542135325353,109,287.51415639421396,121,78967.43340098113,60135.87594610964,0.0
4-2,2025-07-22,original,0.0,61,626.824813623252,73,0.0,85,618.7846038478182,97,778.8722987249026,109,255.51724040864804,121,79529.58973668395,59921.779781803714,0.0
4-2,2025-07-23,original,0.0,61,552.5008051474427,73,0.0,85,570.3596230174048,97,791.268352898619,109,278.8382770778427,121,79920.53329660521,60372.50032911425,0.0
4-2,2025-07-24,original,0.0,61,551.2882967636045,73,0.0,85,586.8541851438413,97,802.3126177267627,109,261.9622628580588,121,79889.81332223097,60527.995691686156,0.0
4-2,2025-07-25,original,0.0,61,0.0,73,0.0,85,144.6200141700186,97,563.8607939381932,109,0.0,121,41364.549219669396,24282.956211796474,0.0
4-2,2025-07-26,original,0.0,61,0.0,73,0.0,85,74.38539294363261,97,562.2529978139244,109,0.0,121,40805.15266260777,24126.612995229356,0.0
4-2,2025-07-27,original,0.0,61,614.1198378353355,73,0.0,85,567.2162766303496,97,829.7090286204347,109,238.04055679217106,121,79339.22028342637,59490.028714113476,0.0
4-2,2025-07-28,original,0.0,61,467.6213046613283,73,0.0,85,565.1007737510456,97,821.5366950286168,109,200.45203315479796,121,78782.92459589161,59441.51541617351,0.0
4-2,2025-07-29,original,0.0,61,710.7035776968795,73,0.0,85,607.6366577741959,97,803.3395311589757,109,202.09954640037688,121,83596.55898785207,62334.30247166091,0.0
4-2,2025-07-30,original,0.0,61,710.0420187827066,73,0.0,85,593.4238751500498,97,819.0761338827086,109,210.8936936248748,121,82084.80488131699,62278.64585629011,0.0
4-2,2025-07-31,original,0.0,61,661.0090536277083,73,0.0,85,630.3058999295141,97,843.5478331770595,109,217.74251989098423,121,80610.92446710431,60430.47407753446,0.0
4-2,2025-08-01,original,0.0,61,0.0,73,0.0,85,89.11316644549879,97,555.7380050218615,109,0.0,121,40792.40898804623,23818.773570964906,0.0
4-2,2025-08-02,original,0.0,61,0.0,73,0.0,85,40.47304441257801,97,535.2650709606246,109,0.0,121,39268.43891660942,22417.80778451052,0.0
