target_date,initial_soc_kwh,objective_value,plan_energy_kwh,plan_cost_yuan,scenario_count,status,solve_seconds,highs_objective,highs_max_primal_infeasibility,highs_num_primal_infeasibilities,simplex_iterations,ipm_iterations,mip_gap,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,purpose
2025-07-30,3854.0608016835554,54286.15494497146,81659.30697115333,52780.400115375814,30,Optimal,0.6751772000025085,54286.15494497144,0.0,0,13742,0,,False,False,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-31,4206.610596994619,53519.038281497255,80172.16772160286,52039.022303957085,30,Optimal,0.5869877000004635,53519.03828149721,0.0,0,13559,0,,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-01,4065.891309961792,24823.289873922968,39688.7723408265,24229.6760832534,30,Optimal,0.26971790000243345,24823.289873922957,0.0,0,10854,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-02,3214.538371681181,24016.845323246976,38549.78396323061,23198.16317356451,30,Optimal,0.27399469999727444,24016.84532324697,0.0,0,10900,0,,False,False,1.1368683772161603e-13,2.9558577807620168e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-03,1840.7573643045407,48410.794766362924,72670.58130529571,46744.97545798366,30,Optimal,0.5819228999971529,48410.7947663629,0.0,0,13702,0,,False,False,4.433786671143025e-12,3.069544618483633e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-04,1257.6996996216528,44918.838878550574,68741.63589292672,44492.301028766655,30,Optimal,0.5437402999996266,44918.83887855059,0.0,0,13910,0,,False,False,3.512745649913995e-11,3.1512570330960443e-11,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-05,1376.8858586702847,44819.375148935,68804.84219162891,44386.38359316322,30,Optimal; tiebreak=Optimal,1.7435366999998223,1047405.4097154784,0.0,0,13695,0,,True,False,2.1680079953512177e-10,8.003553375601768e-11,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-06,1394.1018084738348,44155.62264752262,68367.83107134377,43900.25160461926,30,Optimal,0.595177800001693,44155.622647522614,9.753558728851137e-12,0,14080,0,,False,False,5.88897819397971e-11,5.275069270282984e-11,0.0,-9.753558728851137e-12,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-08-07,1484.7300427072253,45916.37334821369,70696.04212803376,45299.33906007762,30,Optimal,0.673886800002947,45916.373348213674,3.956301952712238e-11,0,14407,0,,False,False,2.335012183607432e-10,1.9741719370358624e-10,0.0,-1.5006662579253316e-11,1199.9999999999604,10800.000000000004,833.3333333333334,833.3333333333334,formal_output
2025-08-08,1664.3546362482857,22840.458762002774,38849.57510589529,23057.376699443972,30,Optimal,0.2963135999998485,22840.458762002778,0.0,0,11441,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
