date,dp_emergency_cost_yuan,ana_emergency_cost_yuan,dp_emergency_energy_kwh,ana_emergency_energy_kwh,dp_max_balance_residual_kwh,ana_max_balance_residual_kwh,dp_max_soc_residual_kwh,ana_max_soc_residual_kwh,dp_total_cost_yuan,ana_total_cost_yuan
2025-07-20,6.232728148869437e-11,0.0,0.0,0.0,9.983125437429408e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,51603.0690748327,51603.06907483264
2025-07-21,6.810122776812477e-11,0.0,0.0,0.0,9.876544027065393e-13,0.0,2.842170943040401e-14,9.094947017729282e-13,50799.28438286513,50799.284382865066
2025-07-22,8.036633403207816e-11,0.0,0.0,0.0,1.0089706847793423e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,51161.44691877298,51161.4469187729
2025-07-23,5.998981274235594e-11,0.0,0.0,0.0,1.0107470416187425e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,51860.30590999501,51860.30590999495
2025-07-24,7.570389515265674e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,52379.43282784679,52379.432827846715
2025-07-25,3.647924762262278e-11,0.0,0.0,0.0,8.473222123939195e-13,0.0,1.1368683772161603e-13,8.100187187665142e-13,25840.51198521349,25840.511985213452
2025-07-26,3.9914837657306635e-11,0.0,0.0,0.0,9.094947017729282e-13,0.0,1.1368683772161603e-13,8.846257060213247e-13,24936.443613377345,24936.443613377305
2025-07-27,5.870880542824253e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,50824.41999717594,50824.41999717588
2025-07-28,4283.083302243194,4970.694005615438,923.2054288046727,750.087738006029,9.876544027065393e-13,1.1368683772161603e-13,1.1368683772161603e-13,8.881784197001252e-13,56052.76375655002,56740.374459922255
2025-07-29,5.801128111215803e-11,0.0,0.0,0.0,9.983125437429408e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,52710.16221896746,52710.1622189674
2025-07-30,7.30740973026861e-11,0.0,0.0,0.0,9.726663918740996e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,51936.77833989688,51936.77833989681
2025-07-31,5.964281979409237e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,51426.69145499786,51426.6914549978
2025-08-01,4.957052419062025e-11,0.0,0.0,0.0,9.841016890277388e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,25251.744026002365,25251.744026002314
2025-08-02,5.1632589759265106e-11,0.0,0.0,0.0,9.094947017729282e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,24007.709069818993,24007.709069818942
2025-08-03,100.16035965093621,100.16035965088915,23.763883817019607,23.76388381701972,1.0125233984581428e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,45988.18860819774,45988.18860819769
2025-08-04,307.13045093394686,0.0,62.54166071303662,0.0,9.983125437429408e-13,0.0,5.684341886080802e-14,9.094947017729282e-13,45576.07079066114,45268.940339727196
2025-08-05,9.020695745931562e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.4210854715202004e-14,9.094947017729282e-13,44650.606006643175,44650.60600664309
2025-08-06,5087.590396183736,8447.815655252416,1211.6697554222621,1274.2114161353015,9.237055564881302e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,51919.14583084978,55279.37108991846
2025-08-07,147.67757519532478,147.6775751952612,21.905744299526873,21.905744299526987,9.983125437429408e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,45831.00147652471,45831.001476524645
2025-08-08,5.4708089836097425e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,23379.049109137264,23379.04910913721
2025-08-09,3.5929582975491314e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,22843.132842554838,22843.1328425548
2025-08-10,1799.9982879665554,2010.2681883534228,306.19458218751504,306.19458218751504,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,46212.52244217291,46422.79234255978
2025-08-11,7.280022451539024e-11,0.0,0.0,0.0,9.237055564881302e-13,0.0,5.684341886080802e-14,8.331113576787175e-13,43886.62589493105,43886.62589493098
2025-08-12,5194.176648014925,7409.193190593888,1097.0802467822823,1097.080246782281,9.876544027065393e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,51125.712633793235,53340.7291763722
2025-08-13,7.097712684256408e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.4210854715202004e-14,9.094947017729282e-13,45195.24677554069,45195.24677554062
