date,t,g0_kwh,geff_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_soc_kwh,ana_charge_kwh,ana_discharge_kwh,ana_emergency_kwh,ana_unused_kwh,ana_soc_kwh
2025-09-27,35,0.0,0.0,0.0,471.6394166666664,2.2737367544323206e-13,0.0,4529.9976848260385,0.0,471.63941666666665,0.0,0.0,4529.9976848260385
2025-09-27,36,0.0,0.0,0.0,441.28000000000003,0.0,5.684341886080802e-14,4039.6865737149274,0.0,441.28,0.0,0.0,4039.6865737149274
2025-09-27,37,0.0,0.0,0.0,448.34543333333335,0.0,5.684341886080802e-14,3541.524981122335,0.0,448.3454333333333,0.0,0.0,3541.524981122335
2025-09-27,38,0.0,0.0,0.0,419.4133000000001,0.0,5.684341886080802e-14,3075.510203344557,0.0,419.41330000000005,0.0,0.0,3075.510203344557
2025-09-27,39,0.0,0.0,0.0,354.1054166666665,1.7053025658242404e-13,0.0,2682.059740381594,0.0,354.10541666666666,0.0,0.0,2682.059740381594
2025-09-27,40,0.0,0.0,0.0,335.9113500000001,0.0,1.1368683772161603e-13,2308.8249070482607,0.0,335.91134999999997,0.0,0.0,2308.8249070482607
2025-09-27,41,0.0,0.0,0.0,344.9441166666667,0.0,0.0,1925.55366630752,0.0,344.9441166666667,0.0,0.0,1925.55366630752
2025-09-27,42,0.0,0.0,0.0,324.8766666666666,5.684341886080802e-14,0.0,1564.579592233446,0.0,324.87666666666667,0.0,0.0,1564.579592233446
2025-09-27,43,0.0,0.0,0.0,239.08971666666667,0.0,5.684341886080802e-14,1298.9243514927052,0.0,239.08971666666662,0.0,0.0,1298.9243514927052
2025-09-27,44,0.0,73.59977771842703,0.0,89.0319163434347,0.6076892714715143,0.0,1200.0,0.0,89.0319163434347,0.6076892714715143,0.0,1200.0
2025-09-27,45,0.0,147.88135309993243,40.482603099932376,0.0,0.0,4.263256414560601e-14,1236.4343427899391,40.48260309993242,0.0,0.0,0.0,1236.4343427899391
2025-09-27,46,0.0,98.57180422017132,80.5140875535047,0.0,7.105427357601002e-14,0.0,1308.8970215880934,80.51408755350462,0.0,0.0,0.0,1308.8970215880934
2025-09-27,47,0.0,0.0,0.0,0.0,0.0,41.44096666666667,1308.8970215880934,41.44096666666667,0.0,0.0,0.0,1346.1938915880933
2025-09-27,48,0.0,0.0,0.0,0.0,0.0,64.72958333333338,1308.8970215880934,64.72958333333338,0.0,0.0,0.0,1404.4505165880933
2025-09-27,49,0.0,0.0,0.0,0.0,0.0,115.69601666666665,1308.8970215880934,115.69601666666665,0.0,0.0,0.0,1508.5769315880932
2025-09-27,50,0.0,0.0,0.0,0.0,0.0,190.94130000000007,1308.8970215880934,190.94130000000007,0.0,0.0,0.0,1680.4241015880932
2025-09-27,51,0.0,0.0,0.0,0.0,0.0,282.15458333333333,1308.8970215880934,282.15458333333333,0.0,0.0,0.0,1934.3632265880933
2025-09-27,52,0.0,0.0,0.0,0.0,0.0,374.88861666666674,1308.8970215880934,374.88861666666674,0.0,0.0,0.0,2271.762981588093
2025-09-27,53,0.0,0.0,0.0,0.0,0.0,385.03975,1308.8970215880934,385.03975,0.0,0.0,0.0,2618.298756588093
2025-09-27,54,0.0,0.0,0.0,0.0,0.0,355.7108333333334,1308.8970215880934,355.7108333333334,0.0,0.0,0.0,2938.4385065880933
2025-09-27,55,0.0,0.0,0.0,0.0,0.0,421.0367166666665,1308.8970215880934,421.0367166666665,0.0,0.0,0.0,3317.371551588093
2025-09-27,56,0.0,0.0,0.0,0.0,0.0,503.3397,1308.8970215880934,503.3397,0.0,0.0,0.0,3770.377281588093
