target_date,initial_soc_kwh,objective_value,plan_energy_kwh,plan_cost_yuan,scenario_count,status,solve_seconds,highs_objective,highs_max_primal_infeasibility,highs_num_primal_infeasibilities,simplex_iterations,ipm_iterations,mip_gap,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,purpose
2025-04-20,9846.656960475137,31062.31579935445,58081.62795535343,34839.41815431701,30,Optimal; tiebreak=Optimal,1.6760833000007551,1069419.9089893643,0.0,0,13136,0,,True,False,1.9326762412674725e-12,4.547473508864641e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,795.5293970560978,formal_output
2025-04-21,10098.813233771514,30670.317417204627,57627.0746849736,34392.50511475427,30,Optimal; tiebreak=Optimal,1.5799344000115525,1086039.0371704611,0.0,0,13253,0,,True,False,1.0951239914902544e-11,1.0913936421275139e-11,0.0,0.0,1200.0,10800.0,833.3333333333334,782.0625706473647,formal_output
2025-04-22,9571.16688303292,29634.873043782813,55708.42591020436,33359.8703900112,30,Optimal,0.3854423000011593,29634.873043782824,0.0,0,11978,0,,False,False,2.2737367544323206e-13,1.5418777365994174e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-23,9573.879350169855,30067.983058953192,56893.12327259772,33931.70607073917,30,Optimal,0.4698579999967478,30067.983058953207,0.0,0,12451,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-24,10100.706973118407,29683.250260672776,56395.95382082788,33593.912735532824,30,Optimal,0.39421120000770316,29683.25026067278,0.0,0,11844,0,,False,False,1.5916157281026244e-12,3.126388037344441e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-25,10023.14735810161,8107.544867534183,26469.420332757996,12754.782284535891,30,Optimal,0.2017965999984881,8107.544867534179,0.0,0,9442,0,,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-26,9847.49643671326,8159.5623778342415,26476.07252031448,12808.572714771213,30,Optimal,0.20220250000420492,8159.562377834236,0.0,0,9493,0,,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-27,9328.660292985336,28065.510084436686,52727.24917844321,31923.54362392682,30,Optimal,0.3526051999942865,28065.51008443671,0.0,0,11347,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-28,9625.461989041747,28635.427363196464,53696.35025474248,32583.627341291394,30,Optimal,0.3926327999943169,28635.427363196468,0.0,0,11704,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-29,9586.10792281664,31779.53673631085,58930.5074940782,35351.82202962438,30,Optimal,0.4667194999929052,31779.536736310885,0.0,0,12398,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
