date,t,source_right_end_label,physical_interval,price_yuan_per_kwh,actual_load_kwh,actual_pv_kwh,forecast_load_kwh,forecast_pv_kwh,plan_grid_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_end_soc_kwh,analytical_charge_kwh,analytical_discharge_kwh,analytical_emergency_kwh,analytical_unused_kwh,analytical_end_soc_kwh
2025-02-23,70,11:40,11:30-11:40,0.4785,1137.6030166666665,1212.2393333333332,1129.639389725699,1191.8979033838384,778.8339575459053,833.3333333333333,0.0,0.0,20.13694087923875,5993.45427437307,833.3333333333334,0.0,0.0,20.136940879238637,5993.45427437307
2025-02-23,71,11:50,11:40-11:50,0.4662,1095.5047333333332,1191.8519,1103.6232811213595,1185.1527835353536,768.5803308905942,833.3333333333333,0.0,0.0,31.594164223927578,6743.45427437307,833.3333333333334,0.0,0.0,31.594164223927464,6743.45427437307
2025-02-23,72,12:00,11:50-12:00,0.4432,1019.7266666666666,1164.2937499999998,1058.778006737072,1189.578200757576,740.3693521494247,833.3333333333333,0.0,0.0,51.60310214942467,7493.45427437307,833.3333333333334,0.0,0.0,51.60310214942456,7493.45427437307
2025-02-23,73,12:10,12:00-12:10,0.4411,1013.7732166666666,1112.1007,1044.0757873236578,1186.6326345454547,670.3964646304081,768.7239479637416,0.0,0.0,0.0,8185.305827540437,768.7239479637415,0.0,0.0,0.0,8185.305827540437
2025-02-23,74,12:20,12:10-12:20,0.4551,1018.2146166666666,1063.0811166666667,1035.811948985797,1200.8578284343432,628.9774549685961,673.8439549685962,0.0,0.0,0.0,8791.765387012174,673.8439549685962,0.0,0.0,0.0,8791.765387012174
2025-02-23,75,12:30,12:20-12:30,0.4463,1009.425,1042.1687499999998,1013.1967870509217,1215.0442234848483,585.7965202532521,618.540270253252,0.0,0.0,0.0,9348.4516302401,618.540270253252,0.0,0.0,0.0,9348.4516302401
2025-02-23,76,12:40,12:30-12:40,0.4113,1026.5980833333333,1059.3108,989.6155243159683,1184.2931373737372,660.5946372124937,693.3073538791601,0.0,0.0,0.0,9972.428248731345,693.3073538791604,0.0,0.0,0.0,9972.428248731345
2025-02-23,77,12:50,12:40-12:50,0.5682,1049.9638833333333,1120.65875,1024.073735192876,1161.369393838384,640.1029555722686,710.7978222389344,0.0,0.0,0.0,10612.146288746386,710.7978222389353,0.0,0.0,0.0,10612.146288746386
2025-02-23,78,13:00,12:50-13:00,0.8279,1065.7866666666666,1177.84375,1085.572359453013,1157.322746212121,0.0,112.05708333333354,0.0,0.0,0.0,10712.997663746386,112.05708333333337,0.0,0.0,0.0,10712.997663746386
2025-02-23,79,13:10,13:00-13:10,0.8636,1077.133733333333,1164.5939333333333,1081.7637809973735,1131.908266060606,0.0,87.46020000000094,0.0,0.0,0.0,10791.711843746387,87.46020000000021,0.0,0.0,0.0,10791.711843746387
2025-02-23,80,13:20,13:10-13:20,0.8416,1069.0212166666665,1153.4299999999998,1075.8753548459963,1105.4308927777777,0.0,9.209062504014582,0.0,0.0,75.19972082931872,10800.0,9.209062504014582,0.0,0.0,75.19972082931872,10800.0
2025-02-23,81,13:30,13:20-13:30,0.8618,1050.3233333333333,1149.2375,1086.5656582345039,1088.6451325757575,0.0,0.0,0.0,0.0,98.91416666666669,10800.0,0.0,0.0,0.0,98.91416666666669,10800.0
2025-02-23,82,13:40,13:30-13:40,0.8623,1049.6491333333333,1084.4327333333333,1068.800919787073,1069.5738374242424,0.0,0.0,0.0,0.0,34.78359999999998,10800.0,0.0,0.0,0.0,34.78359999999998,10800.0
2025-02-23,83,13:50,13:40-13:50,0.9026,1060.07295,1011.6798666666666,1058.7709168760134,1047.019935959596,0.0,0.0,48.393083333333564,0.0,0.0,10746.229907407407,0.0,48.39308333333338,0.0,0.0,10746.229907407407
2025-02-23,84,14:00,13:50-14:00,0.9754,1064.5666666666666,979.1062499999999,1061.4844361334729,1023.2693939393938,0.0,0.0,85.46041666666643,0.0,0.0,10651.273888888889,0.0,85.46041666666667,0.0,0.0,10651.273888888889
2025-02-23,85,14:10,14:00-14:10,1.0002,1050.44015,987.2143833333332,1043.6493069551032,998.3650344949494,0.0,0.0,63.22576666666646,0.0,0.0,10581.023037037037,0.0,63.225766666666686,0.0,0.0,10581.023037037037
2025-02-23,86,14:20,14:10-14:20,0.9978,1026.2817333333332,990.4085499999999,1027.4471924732356,961.9664723232323,0.0,0.0,35.87318333333351,0.0,0.0,10541.163944444444,0.0,35.87318333333337,0.0,0.0,10541.163944444444
2025-02-23,87,14:30,14:20-14:30,1.0271,1013.0383333333332,965.675,1027.049389567828,915.3246212121213,0.0,0.0,47.36333333333332,0.0,0.0,10488.538018518519,0.0,47.36333333333323,0.0,0.0,10488.538018518519
2025-02-23,88,14:40,14:30-14:40,1.0906,1028.4426166666667,921.5002,1032.6996555603369,869.274288131313,0.0,0.0,106.94241666666748,0.0,0.0,10369.71311111111,0.0,106.94241666666676,0.0,0.0,10369.71311111111
2025-02-23,89,14:50,14:40-14:50,0.9376,1049.7335333333333,858.4299333333333,1029.744681025527,816.918633939394,0.0,0.0,191.30360000000002,0.0,0.0,10157.153555555555,0.0,191.30359999999996,0.0,0.0,10157.153555555555
2025-02-23,90,15:00,14:50-15:00,0.6694,1054.8583333333331,795.4499999999999,1025.1623911269096,762.7789393939394,953.1582694778139,14.273827160494774,0.0,0.0,679.4761089839859,10170.0,693.7499361444807,0.0,0.0,0.0,10781.528498085587
2025-02-23,91,15:10,15:00-15:10,0.66,1040.1879333333331,755.0220666666667,1036.618831838066,722.4277761111111,1119.0938202766167,700.0,0.0,0.0,133.92795360995024,10800.0,20.52389101601471,0.0,0.0,813.4040625939356,10800.0
2025-02-23,92,15:20,15:10-15:20,0.7217,1031.2979833333334,693.44105,1035.7126475348014,691.3513377272727,428.5046568224104,0.0,0.0,0.0,90.64772348907707,10800.0,0.0,0.0,0.0,90.64772348907707,10800.0
2025-02-23,93,15:30,15:20-15:30,0.7308,1041.5133333333333,621.05,1019.0120782367626,653.8308712121211,392.5288101843785,0.0,27.93452314895567,0.0,0.0,10768.961640945605,0.0,27.934523148954895,0.0,0.0,10768.961640945605
2025-02-23,94,15:40,15:30-15:40,0.7534,1055.8662,591.3484333333333,1011.9121017597387,595.5296958585858,435.17493731334855,0.0,29.342829353318848,0.0,0.0,10736.358497219695,0.0,29.342829353318052,0.0,0.0,10736.358497219695
2025-02-23,95,15:50,15:40-15:50,0.7823,1028.0276,550.5002666666667,1008.7815587212957,531.2315091919191,491.04924225792035,13.52190892458667,0.0,0.0,0.0,10748.528215251823,13.521908924587137,0.0,0.0,0.0,10748.528215251823
2025-02-23,96,16:00,15:50-16:00,0.8055,996.8733333333332,492.4,1009.6263033900406,473.1110416666666,529.5932196872295,25.11988635389571,0.0,0.0,0.0,10771.13611297033,25.119886353896277,0.0,0.0,0.0,10771.13611297033
2025-02-23,97,16:10,16:00-16:10,0.8271,1042.7229666666667,463.12813333333327,1020.4259465044305,421.6311918686868,631.765240787516,32.07098558852319,0.0,0.0,20.099421865659316,10800.0,32.07098558852319,0.0,0.0,20.099421865659316,10800.0
2025-02-23,98,16:20,16:10-16:20,0.8519,1046.9732333333332,418.58140000000003,1017.4793067520238,370.3418518181818,661.8732938327998,0.0,0.0,0.0,33.48146049946672,10800.0,0.0,0.0,0.0,33.48146049946672,10800.0
2025-02-23,99,16:30,16:20-16:30,0.8791,991.055,346.85624999999993,1006.2177713987289,313.76880681818176,700.0692286975209,0.0,0.0,0.0,55.870478697520866,10800.0,0.0,0.0,0.0,55.870478697520866,10800.0
2025-02-23,100,16:40,16:30-16:40,0.9024,979.2574833333333,282.87446666666665,1015.697266614246,251.74995494949496,772.387866645958,0.0,0.0,0.0,76.0048499792913,10800.0,0.0,0.0,0.0,76.0048499792913,10800.0
2025-02-23,101,16:50,16:40-16:50,0.9163,1004.0248166666667,226.67995,1023.7663005159648,194.51327787878787,831.875409226579,0.0,0.0,0.0,54.530542559912305,10800.0,0.0,0.0,0.0,54.530542559912305,10800.0
2025-02-23,102,17:00,16:50-17:00,0.9264,1025.0349999999999,171.60625,1020.3639215990113,143.9522727272727,877.4903291489634,0.0,0.0,0.0,24.061579148963574,10800.0,0.0,0.0,0.0,24.061579148963574,10800.0
2025-02-23,103,17:10,17:00-17:10,0.9462,1014.4073166666667,114.65943333333333,1017.3424588075156,93.0446185858586,934.9833353383024,0.0,0.0,0.0,35.235452004969034,10800.0,0.0,0.0,0.0,35.235452004969034,10800.0
2025-02-23,104,17:20,17:10-17:20,0.9742,1005.5283833333333,57.53771666666666,1013.7924812876125,43.02459166666667,972.7480336349532,0.0,0.0,0.0,24.757366968286647,10800.0,0.0,0.0,0.0,24.757366968286647,10800.0
2025-02-23,105,17:30,17:20-17:30,0.9862,1022.3433333333334,14.025,1022.8084314808432,7.104507575757575,1026.3415740001124,0.0,0.0,0.0,18.023240666778975,10800.0,0.0,0.0,0.0,18.023240666778975,10800.0
2025-02-23,106,17:40,17:30-17:40,0.976,1034.0671,0.44153333333333333,1036.5319691318443,0.0,1053.3889690232563,0.0,0.0,0.0,19.763402356589722,10800.0,0.0,0.0,0.0,19.763402356589722,10800.0
2025-02-23,107,17:50,17:40-17:50,1.0742,901.2168333333334,0.03083333333333333,905.032001652664,0.4981497474747474,913.1928889897965,0.0,0.0,0.0,12.006888989796494,10800.0,0.0,0.0,0.0,12.006888989796494,10800.0
2025-02-23,108,18:00,17:50-18:00,1.2313,708.8433333333334,0.0,707.1924662281928,0.0,673.8421169212411,0.0,35.001216412092255,0.0,0.0,10761.10975954212,0.0,35.001216412092276,0.0,0.0,10761.10975954212
2025-02-23,109,18:10,18:00-18:10,1.2561,697.6077,0.0,690.583215532567,0.0,670.8742401292388,0.0,26.73345987076136,0.0,0.0,10731.405915241274,0.0,26.73345987076118,0.0,0.0,10731.405915241274
2025-02-23,110,18:20,18:10-18:20,1.2447,731.1457333333333,0.0022166666666666663,725.6205758492052,0.0357639898989899,690.3814096059529,0.0,40.76210706071379,0.0,0.0,10686.114685173814,0.0,40.76210706071379,0.0,0.0,10686.114685173814
2025-02-23,111,18:30,18:20-18:30,1.2545,718.85,0.0,726.6525817775171,0.0,693.9257578128986,0.0,24.924242187100937,0.0,0.0,10658.421082743702,0.0,24.924242187101413,0.0,0.0,10658.421082743702
2025-02-23,112,18:40,18:30-18:40,1.2522,706.44715,0.0,731.868866462299,0.0,715.039380499539,8.59223049953976,0.0,0.0,0.0,10666.154090193288,8.592230499539028,0.0,0.0,0.0,10666.154090193288
2025-02-23,113,18:50,18:40-18:50,1.2881,712.6566833333333,0.0,713.1587718821219,0.0025706060606060606,533.0646158718457,0.0,179.59206746148774,0.0,0.0,10466.607348569412,0.0,179.59206746148755,0.0,0.0,10466.607348569412
2025-02-23,114,19:00,18:50-19:00,1.3466,719.685,0.0,688.9269149628235,0.0,0.0,0.0,719.6849999999997,0.0,0.0,9666.957348569413,0.0,719.685,0.0,0.0,9666.957348569413
2025-02-23,115,19:10,19:00-19:10,1.3523,701.4051833333333,0.0,713.3366587884084,0.0,0.0,0.0,701.4051833333332,0.0,0.0,8887.61825597682,0.0,701.4051833333333,0.0,0.0,8887.61825597682
2025-02-23,116,19:20,19:10-19:20,1.3445,708.1154666666666,0.0,728.0002328484318,0.0001139393939393939,0.0,0.0,708.1154666666666,0.0,0.0,8100.823293013857,0.0,708.1154666666666,0.0,0.0,8100.823293013857
2025-02-23,117,19:30,19:20-19:30,1.3483,741.0283333333333,0.0,713.4455366536345,0.0,0.0,0.0,741.0283333333335,0.0,0.0,7277.4584781990425,0.0,741.0283333333333,0.0,0.0,7277.4584781990425
2025-02-23,118,19:40,19:30-19:40,1.349,747.8178666666665,0.0,708.5974234718702,0.0,0.0,0.0,747.8178666666665,0.0,0.0,6446.549737458302,0.0,747.8178666666665,0.0,0.0,6446.549737458302
2025-02-23,119,19:50,19:40-19:50,1.3473,735.9541666666667,0.0,715.0275595757903,0.0,0.0,0.0,735.954166666667,0.0,0.0,5628.82288560645,0.0,735.9541666666667,0.0,0.0,5628.82288560645
2025-02-23,120,20:00,19:50-20:00,1.3482,727.2883333333332,0.0,726.825268632302,0.0,0.0,0.0,727.2883333333328,0.0,0.0,4820.724737458302,0.0,727.2883333333332,0.0,0.0,4820.724737458302
2025-02-23,121,20:10,20:00-20:10,1.3513,733.297,0.0,738.4799148226036,0.0,0.0,0.0,733.2969999999999,0.0,0.0,4005.950293013858,0.0,733.297,0.0,0.0,4005.950293013858
2025-02-23,122,20:20,20:10-20:20,1.34,730.8136166666666,0.0,736.4721879496695,0.0,0.0,0.0,730.8136166666665,0.0,0.0,3193.9351633842284,0.0,730.8136166666666,0.0,0.0,3193.9351633842284
2025-02-23,123,20:30,20:20-20:30,1.3489,723.7950000000001,0.0,723.3087710911248,0.0,0.0,0.0,723.7950000000001,0.0,0.0,2389.7184967175617,0.0,723.7950000000001,0.0,0.0,2389.7184967175617
2025-02-23,124,20:40,20:30-20:40,1.3952,732.6165666666667,0.0,716.0774112007949,0.0,0.0,0.0,732.6165666666666,0.0,0.0,1575.7000893101545,0.0,732.6165666666667,0.0,0.0,1575.7000893101545
2025-02-23,125,20:50,20:40-20:50,1.2226,704.9573499999999,0.0,717.9604585791215,0.0,703.0715903527052,0.0,1.8857596472946399,0.0,0.0,1573.6048008131604,0.0,1.8857596472946625,0.0,0.0,1573.6048008131604
2025-02-23,126,21:00,20:50-21:00,0.9332,677.0266666666666,0.0,728.4053518665287,0.0,741.1057586860268,64.0790920193601,0.0,0.0,0.0,1631.2759836305845,64.07909201936013,0.0,0.0,0.0,1631.2759836305845
2025-02-23,127,21:10,21:00-21:10,0.9068,735.8803333333333,0.0,741.3563184068795,0.0,744.9761103663382,9.095777033004802,0.0,0.0,0.0,1639.4621829602888,9.095777033004879,0.0,0.0,0.0,1639.4621829602888
2025-02-23,128,21:20,21:10-21:20,0.9371,751.4097333333334,0.0,731.3420460805129,0.0,714.2916232377567,0.0,37.11811009557675,0.0,0.0,1598.219838409648,0.0,37.11811009557675,0.0,0.0,1598.219838409648
2025-02-23,129,21:30,21:20-21:30,0.9371,716.3933333333332,0.0,721.6551769168939,0.0,714.6989320063052,0.0,1.6944013270279583,0.0,0.0,1596.3371702685058,0.0,1.6944013270280038,0.0,0.0,1596.3371702685058
2025-02-23,130,21:40,21:30-21:40,0.9871,739.5762500000001,0.0,746.0782595001974,0.0,734.4792408670094,0.0,5.097009132990729,0.0,0.0,1590.673826787405,0.0,5.097009132990706,0.0,0.0,1590.673826787405
2025-02-23,131,21:50,21:40-21:50,0.7764,688.86955,0.0,674.9933724863195,0.0,672.9253245238517,0.0,15.94422547614838,0.0,0.0,1572.9580207027957,0.0,15.94422547614829,0.0,0.0,1572.9580207027957
2025-02-23,132,22:00,21:50-22:00,0.4209,568.3783333333333,0.0,544.5594120690704,0.0,1328.3823520284436,760.0040186951103,0.0,0.0,0.0,2256.961637528395,760.0040186951103,0.0,0.0,0.0,2256.961637528395
2025-02-23,133,22:10,22:00-22:10,0.3859,534.1026499999999,0.0,532.0282866555286,0.0,1341.185741138444,807.0830911384443,0.0,0.0,0.0,2983.336419552995,807.083091138444,0.0,0.0,0.0,2983.336419552995
2025-02-23,134,22:20,22:10-22:20,0.4368,556.3187333333333,0.0,554.0858270020733,0.0,580.2902703909807,23.971537057647463,0.0,0.0,0.0,3004.9108029048775,23.971537057647424,0.0,0.0,0.0,3004.9108029048775
2025-02-23,135,22:30,22:20-22:30,0.4198,560.0233333333333,0.0,549.3272362480203,0.0,1323.7602426082112,763.7369092748779,0.0,0.0,0.0,3692.2740212522676,763.7369092748779,0.0,0.0,0.0,3692.2740212522676
2025-02-23,136,22:40,22:30-22:40,0.4186,509.72985,0.0,544.1499147109677,0.0,1335.9656793972242,826.2358293972243,0.0,0.0,0.0,4435.8862677097695,826.2358293972243,0.0,0.0,0.0,4435.8862677097695
2025-02-23,137,22:50,22:40-22:50,0.4241,508.66356666666667,0.0,557.510537834449,0.0,1349.1093175776646,833.3333333333333,0.0,0.0,7.112417577664701,5185.8862677097695,833.3333333333334,0.0,0.0,7.112417577664587,5185.8862677097695
2025-02-23,138,23:00,22:50-23:00,0.4237,557.5183333333333,0.0,575.0965166644941,0.0,1368.1330100388436,810.6146767055099,0.0,0.0,0.0,5915.439476744728,810.6146767055103,0.0,0.0,0.0,5915.439476744728
2025-02-23,139,23:10,23:00-23:10,0.4248,558.9646499999999,0.0,565.5979403735948,0.0,1374.1858005924341,815.2211505924344,0.0,0.0,0.0,6649.138512277919,815.2211505924342,0.0,0.0,0.0,6649.138512277919
2025-02-23,140,23:20,23:10-23:20,0.424,568.3421833333333,0.0,550.8296557069568,0.0,1354.2630776223687,785.9208942890351,0.0,0.0,0.0,7356.467317138051,785.9208942890353,0.0,0.0,0.0,7356.467317138051
2025-02-23,141,23:30,23:20-23:30,0.422,591.2833333333333,0.0,552.668181909673,0.0,1327.1284903242201,735.8451569908872,0.0,0.0,0.0,8018.727958429849,735.8451569908868,0.0,0.0,0.0,8018.727958429849
2025-02-23,142,23:40,23:30-23:40,0.424,571.4622833333333,0.0,566.9037595700105,0.0,1345.8586752569468,774.3963919236143,0.0,0.0,0.0,8715.684711161102,774.3963919236135,0.0,0.0,0.0,8715.684711161102
2025-02-23,143,23:50,23:40-23:50,0.4271,559.2689333333333,0.0,542.6315609439013,0.0,1288.0383464663885,728.769413133056,0.0,0.0,0.0,9371.577182980853,728.7694131330552,0.0,0.0,0.0,9371.577182980853
2025-02-23,144,0:00+1,23:50-00:00+1,0.4276,564.9833333333333,0.0,495.55730227155664,0.0,1177.0296026475087,612.046269314176,0.0,0.0,0.0,9922.418825363611,612.0462693141753,0.0,0.0,0.0,9922.418825363611
2025-02-24,1,00:10,0:00-0:10,0.4248,549.8166,0.0,593.7943442787506,0.0,620.5863470787652,70.76974707876515,0.0,0.0,0.0,9986.1115977345,70.76974707876525,0.0,0.0,0.0,9986.1115977345
2025-02-24,2,00:20,0:10-0:20,0.4245,548.1137333333334,0.0,580.557725933283,0.0,586.6096495163504,38.495916183017265,0.0,0.0,0.0,10020.757922299215,38.495916183017016,0.0,0.0,0.0,10020.757922299215
2025-02-24,3,00:30,0:20-0:30,0.4269,575.1633333333333,0.0,570.6573965409166,0.0,563.0920255396986,0.0,12.071307793635242,0.0,0.0,10007.345358084065,0.0,12.071307793634674,0.0,0.0,10007.345358084065
2025-02-24,4,00:40,0:30-0:40,0.4272,603.7952,0.0,573.612375025171,0.0,568.9265762266891,0.0,34.86862377331126,0.0,0.0,9968.602442780386,0.0,34.8686237733109,0.0,0.0,9968.602442780386
2025-02-24,5,00:50,0:40-0:50,0.4271,592.3635333333333,0.0,574.9283743778016,0.0,569.4192605996799,0.0,22.94427273365309,0.0,0.0,9943.10880640966,0.0,22.944272733653406,0.0,0.0,9943.10880640966
2025-02-24,6,01:00,0:50-1:00,0.4285,564.75,0.0,574.7878267595478,0.0,587.447729701042,22.697729701042892,0.0,0.0,0.0,9963.536763140599,22.69772970104202,0.0,0.0,0.0,9963.536763140599
2025-02-24,7,01:10,1:00-1:10,0.4311,585.4562166666666,0.0,586.9570984303134,0.0,613.5199694764995,28.063752809832497,0.0,0.0,0.0,9988.794140669448,28.063752809832863,0.0,0.0,0.0,9988.794140669448
2025-02-24,8,01:20,1:10-1:20,0.4302,608.4052999999999,0.0,598.2717419237932,0.0,620.7285775537366,12.323277553736665,0.0,0.0,0.0,9999.885090467811,12.323277553736716,0.0,0.0,0.0,9999.885090467811
2025-02-24,9,01:30,1:20-1:30,0.4279,601.2833333333333,0.0,601.3805670556786,0.0,593.9816794456221,0.0,7.301653887710564,0.0,0.0,9991.772141703688,0.0,7.301653887711154,0.0,0.0,9991.772141703688
2025-02-24,10,01:40,1:30-1:40,0.4312,578.44965,0.0,600.1476918116649,0.0,594.9499313948096,16.50028139480936,0.0,0.0,0.0,10006.622394959017,16.500281394809576,0.0,0.0,0.0,10006.622394959017
2025-02-24,11,01:50,1:40-1:50,0.4333,571.2614833333333,0.0,592.6336595616151,0.0,596.0871098039124,24.82562647057825,0.0,0.0,0.0,10028.965458782537,24.825626470579095,0.0,0.0,0.0,10028.965458782537
2025-02-24,12,02:00,1:50-2:00,0.4311,591.1133333333332,0.0,584.8192341614817,0.0,593.7581666850783,2.6448333517449405,0.0,0.0,0.0,10031.345808799108,2.644833351745092,0.0,0.0,0.0,10031.345808799108
2025-02-24,13,02:10,2:00-2:10,0.4293,619.2623333333333,0.0,589.3730807854027,0.0,594.8998187059169,0.0,24.362514627417113,0.0,0.0,10004.276348101977,0.0,24.36251462741643,0.0,0.0,10004.276348101977
2025-02-24,14,02:20,2:10-2:20,0.4324,613.9337833333333,0.0,606.9932891719112,0.0,611.4147779783941,0.0,2.519005354938963,0.0,0.0,10001.477453263156,0.0,2.5190053549391678,0.0,0.0,10001.477453263156
2025-02-24,15,02:30,2:20-2:30,0.4367,585.2449999999999,0.0,619.8947063881615,0.0,634.5237356286323,49.27873562863169,0.0,0.0,0.0,10045.828315328925,49.278735628632376,0.0,0.0,0.0,10045.828315328925
2025-02-24,16,02:40,2:30-2:40,0.4348,584.2308833333333,0.0,607.3465148277924,0.0,622.4639008477144,38.23301751438016,0.0,0.0,0.0,10080.238031091867,38.23301751438112,0.0,0.0,0.0,10080.238031091867
2025-02-24,17,02:50,2:40-2:50,0.4335,597.0741333333333,0.0,597.4384430716129,0.0,602.7046115263113,5.630478192977332,0.0,0.0,0.0,10085.305461465547,5.630478192977989,0.0,0.0,0.0,10085.305461465547
2025-02-24,18,03:00,2:50-3:00,0.4357,616.6133333333332,0.0,609.2199856537636,0.0,624.1209012219075,7.507567888573653,0.0,0.0,0.0,10092.062272565263,7.507567888574272,0.0,0.0,0.0,10092.062272565263
2025-02-24,19,03:10,3:00-3:10,0.4374,645.9581499999999,0.0,633.583471022359,0.0,652.2688675928291,6.3107175928295565,0.0,0.0,0.0,10097.74191839881,6.310717592829178,0.0,0.0,0.0,10097.74191839881
2025-02-24,20,03:20,3:10-3:20,0.4371,638.4950333333334,0.0,636.3323196087806,0.0,650.8539093185127,12.358875985179717,0.0,0.0,0.0,10108.864906785471,12.358875985179338,0.0,0.0,0.0,10108.864906785471
2025-02-24,21,03:30,3:20-3:30,0.4356,607.5166666666667,0.0,620.0455898344344,0.0,644.4162262576068,36.89955959093923,0.0,0.0,0.0,10142.074510417317,36.89955959094016,0.0,0.0,0.0,10142.074510417317
2025-02-24,22,03:40,3:30-3:40,0.4353,615.6460333333333,0.0,619.5426098987393,0.0,633.535537220518,17.889503887185533,0.0,0.0,0.0,10158.175063915784,17.889503887184674,0.0,0.0,0.0,10158.175063915784
2025-02-24,23,03:50,3:40-3:50,0.436,633.8478833333334,0.0,627.682762724143,0.0,613.9536187219969,0.0,19.894264611336986,0.0,0.0,10136.070325458742,0.0,19.89426461133644,0.0,0.0,10136.070325458742
2025-02-24,24,04:00,3:50-4:00,0.4378,641.275,0.0,633.8518258326872,0.0,609.5641347952129,0.0,31.710865204786934,0.0,0.0,10100.836030786757,0.0,31.71086520478707,0.0,0.0,10100.836030786757
2025-02-24,25,04:10,4:00-4:10,0.4401,645.8020833333333,0.0,635.4093908808127,0.0,634.3716922352402,0.0,11.430391098093242,0.0,0.0,10088.13559623332,0.0,11.430391098093082,0.0,0.0,10088.13559623332
2025-02-24,26,04:20,4:10-4:20,0.4389,643.0404666666666,0.0,632.4278388459911,0.0,636.604777255185,0.0,6.4356894114815075,0.0,0.0,10080.984830220563,0.0,6.435689411481576,0.0,0.0,10080.984830220563
2025-02-24,27,04:30,4:20-4:30,0.4364,635.4166666666666,0.0,642.9790480695339,0.0,623.6659279389904,0.0,11.750738727675525,0.0,0.0,10067.928453856479,0.0,11.750738727676207,0.0,0.0,10067.928453856479
2025-02-24,28,04:40,4:30-4:40,0.4393,633.7781666666666,0.0,680.1918516706029,4.6969696969696966e-05,681.6098142103918,47.83164754372491,0.0,0.0,0.0,10110.976936645831,47.83164754372524,0.0,0.0,0.0,10110.976936645831
2025-02-24,29,04:50,4:40-4:50,0.4422,641.4362333333333,0.0002833333333333333,672.5673691988445,0.0,677.4946211558465,36.058671155846646,0.0,0.0,0.0,10143.429740686093,36.05867115584647,0.0,0.0,0.0,10143.429740686093
2025-02-24,30,05:00,4:50-5:00,0.4395,653.035,0.0,635.5310718111939,0.0,630.6953947722434,0.0,22.33960522775651,0.0,0.0,10118.607957099697,0.0,22.33960522775658,0.0,0.0,10118.607957099697
2025-02-24,31,05:10,5:00-5:10,0.4333,657.1179666666667,0.0,659.1388572043427,0.001648232323232323,670.138949736143,13.020983069477046,0.0,0.0,0.0,10130.326841862227,13.020983069476301,0.0,0.0,0.0,10130.326841862227
2025-02-24,32,05:20,5:10-5:20,0.4439,645.15225,0.004,699.4451882961869,0.0,686.0405191233217,10.747953486414998,0.0,0.0,30.14431563690674,10140.0,40.89226912332174,0.0,0.0,0.0,10167.129884073216
2025-02-24,33,05:30,5:20-5:30,0.4301,624.0383333333333,0.0,690.7059566789981,0.0,685.1632535247355,0.0,0.0,0.0,61.124920191402225,10140.0,61.124920191402225,0.0,0.0,0.0,10222.142312245478
2025-02-24,34,05:40,5:30-5:40,0.3713,624.94025,0.0,630.0254370490585,0.02292924242424242,1409.1426142510936,733.3333333333334,0.0,0.0,50.869030917760256,10800.0,642.0640975050244,0.0,0.0,142.13826674606923,10800.0
2025-02-24,35,05:50,5:40-5:50,0.5708,712.3825833333333,0.055766666666666666,702.2074745800446,0.0,705.1166087809768,0.0,7.210207885690034,0.0,0.0,10791.988657904789,0.0,7.210207885689897,0.0,0.0,10791.988657904789
2025-02-24,36,06:00,5:50-6:00,0.9099,841.3016666666667,0.0,862.9485450720382,0.0,86.12106333781946,0.0,755.1806033288473,0.0,0.0,9952.899098650514,0.0,755.1806033288473,0.0,0.0,9952.899098650514
2025-02-24,37,06:10,6:00-6:10,0.9368,884.8563833333333,0.0,877.0919427470669,0.31936464646464646,70.40391400846738,0.0,814.4524693248659,0.0,0.0,9047.951910511774,0.0,814.4524693248659,0.0,0.0,9047.951910511774
2025-02-24,38,06:20,6:10-6:20,0.8758,860.9483166666666,1.4212333333333333,844.8651780358057,0.0092362121212121,788.5902115271412,0.0,70.93687180619236,0.0,0.0,8969.13316406045,0.0,70.93687180619213,0.0,0.0,8969.13316406045
2025-02-24,39,06:30,6:20-6:30,0.8759,842.7516666666667,17.4,844.9553493770586,10.681723484848485,67.90978579294779,0.0,757.4418808737192,0.0,0.0,8127.531074200761,0.0,757.4418808737189,0.0,0.0,8127.531074200761
2025-02-24,40,06:40,6:30-6:40,0.8601,885.3544499999999,60.60446666666667,851.2472718590649,51.41912075757576,773.9068145552566,0.0,50.84316877807669,0.0,0.0,8071.038664447343,0.0,50.84316877807669,0.0,0.0,8071.038664447343
2025-02-24,41,06:50,6:40-6:50,0.8442,904.2479333333333,110.61963333333333,852.3698712958305,101.64169838383839,718.0510485958996,0.0,75.57725140410058,0.0,0.0,7987.063940665009,0.0,75.57725140410037,0.0,0.0,7987.063940665009
2025-02-24,42,07:00,6:50-7:00,0.8334,868.9816666666667,157.9125,848.2039148252774,149.09373106060605,694.6334237031026,0.0,16.43574296356419,0.0,0.0,7968.802004038826,0.0,16.435742963564053,0.0,0.0,7968.802004038826
2025-02-24,43,07:10,7:00-7:10,0.8092,832.4540333333332,210.78135,845.6108199014758,198.87380863636363,655.5044353853846,33.83175205205185,0.0,0.0,0.0,7999.250580885673,33.83175205205134,0.0,0.0,0.0,7999.250580885673
