date,shared_plan_energy_kwh,shared_plan_cost_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_emergency_energy_kwh,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_saving_yuan,dp_saving_rate_percent
2025-04-21,57627.0746849736,34392.50511475427,0.0,0.0,34392.50511475427,0.0,0.0,34392.50511475427,0.0,0.0
2025-04-22,55708.42591020436,33359.8703900112,92.89298192302745,445.8319815184226,33805.70237152962,134.79030092579885,492.523759582869,33852.39414959407,-46.6917780644435,-0.13811805343161937
2025-04-23,56893.12327259772,33931.70607073917,0.0,0.0,33931.70607073917,0.0,0.0,33931.70607073917,0.0,0.0
2025-04-24,56395.95382082788,33593.912735532824,0.0,0.0,33593.912735532824,0.0,0.0,33593.912735532824,0.0,0.0
2025-04-25,26469.420332757996,12754.782284535891,0.0,0.0,12754.782284535891,0.0,0.0,12754.782284535891,0.0,0.0
2025-04-26,26476.07252031448,12808.572714771213,43.15570389654167,199.85490121533059,13008.427615986544,67.55511339654171,349.0084914888308,13157.581206260043,-149.1535902734995,-1.1465919992528464
2025-04-27,52727.24917844321,31923.54362392682,419.5894941315456,2720.441387505095,34643.98501143191,419.58949413154585,2373.6544070016953,34297.19803092851,346.7869805033988,1.0010019932434595
2025-04-28,53696.35025474248,32583.627341291394,5654.7210608380465,37508.891372826874,70092.51871411827,5654.721060838048,35988.46818942151,68572.0955307129,1520.4231834053644,2.1691661411207295
2025-04-29,58930.5074940782,35351.82202962438,0.0,0.0,35351.82202962438,0.0,0.0,35351.82202962438,0.0,0.0
2025-04-30,55672.53497256603,33691.54114504723,0.0,0.0,33691.54114504723,0.0,0.0,33691.54114504723,0.0,0.0
2025-05-01,55211.44973490924,33083.25197275773,2030.866081623481,13022.635779149785,46105.88775190752,2030.8660816234822,12453.489659700612,45536.74163245835,569.1461194491712,1.2344326228175146
2025-05-02,27592.485510324223,13439.526053837379,2425.5984319872355,14276.042586103014,27715.568639940393,3414.8282569872354,18108.410982208232,31547.93703604561,-3832.3683961052157,-13.827493297692836
2025-05-03,30158.08435040245,15754.372521549714,0.0,0.0,15754.372521549714,0.0,0.0,15754.372521549714,0.0,0.0
